Country Code,Year,urban_pop_percentage
PAK,1975,26.341
PAN,1975,49.038
PER,1975,61.461
PHL,1975,35.56
PLW,1975,61.138
PNG,1975,11.93
POL,1975,55.28
PRI,1975,62.77
PRK,1975,56.7
PRT,1975,40.779
PRY,1975,38.981
PSE,1975,59.6
PYF,1975,58.252
QAT,1975,88.909
ROU,1975,42.831
RUS,1975,66.427
RWA,1975,3.998
SAU,1975,58.349
SDN,1975,18.943
SEN,1975,33.693
SGP,1975,100.0
SLB,1975,9.125
SLE,1975,27.729
SLV,1975,41.551
SOM,1975,25.498
SRB,1975,43.128
SSD,1975,8.576
STP,1975,31.639
SUR,1975,53.749
SVK,1975,46.257
SVN,1975,42.374
SWE,1975,82.73
SWZ,1975,14.004
SXM,1975,100.0
SYC,1975,46.266
SYR,1975,45.061
TCA,1975,53.063
TCD,1975,15.566
TGO,1975,22.927
THA,1975,23.758
TJK,1975,35.536
TKM,1975,47.557
TLS,1975,14.593
TON,1975,20.337
TTO,1975,47.691
TUN,1975,47.588
TUR,1975,41.586
TUV,1975,25.761
TZA,1975,11.146
UGA,1975,7.04
UKR,1975,58.389
URY,1975,83.387
USA,1975,73.653
UZB,1975,39.087
VCT,1975,33.225
VEN,1975,75.786
VGB,1975,19.47
VIR,1975,75.245
VNM,1975,18.782
VUT,1975,13.395
WSM,1975,20.992
YEM,1975,14.844
ZAF,1975,48.109
ZMB,1975,34.934
ZWE,1975,19.873
AFG,1976,14.074
AGO,1976,20.092
ALB,1976,32.908
ARE,1976,79.903
ARG,1976,81.366
ARM,1976,64.219
ASM,1976,72.739
ATG,1976,34.297
AUS,1976,84.947
AUT,1976,65.351
AZE,1976,52.096
BDI,1976,3.678
BEL,1976,94.6
BEN,1976,23.079
BFA,1976,6.668
BGD,1976,10.701
BGR,1976,58.526
BHR,1976,85.206
BHS,1976,70.647
BIH,1976,32.118
BLR,1976,51.829
BLZ,1976,50.012
BMU,1976,100.0
BOL,1976,41.624
BRA,1976,61.745
BRB,1976,39.118
BRN,1976,64.345
BTN,1976,8.288
BWA,1976,12.705
CAF,1976,32.575
CAN,1976,75.503
CHE,1976,74.262
CHL,1976,78.982
CHN,1976,17.46
CIV,1976,33.594
CMR,1976,28.678
COD,1976,26.068
COG,1976,44.177
COL,1976,61.003
COM,1976,21.625
CPV,1976,21.812
CRI,1976,41.698
CUB,1976,65.018
CYM,1976,100.0
CYP,1976,49.563
CZE,1976,71.018
DEU,1976,72.617
DJI,1976,68.17
DMA,1976,43.484
DNK,1976,82.6
DOM,1976,46.838
DZA,1976,40.497
ECU,1976,43.276
EGY,1976,43.656
ERI,1976,13.684
ESP,1976,70.231
EST,1976,68.106
ETH,1976,9.644
FIN,1976,68.634
FJI,1976,37.119
FRA,1976,72.997
FSM,1976,25.975
GAB,1976,45.295
GBR,1976,77.844
GEO,1976,50.812
GHA,1976,30.27
GIN,1976,20.291
GMB,1976,25.193
GNB,1976,16.118
GNQ,1976,27.502
GRC,1976,67.429
GRD,1976,32.631
GTM,1976,37.443
GUM,1976,86.534
GUY,1976,30.076
HKG,1976,90.077
HND,1976,32.653
HRV,1976,44.545
HTI,1976,20.431
HUN,1976,62.65
IDN,1976,19.853
IND,1976,21.677
IRL,1976,53.975
IRN,1976,46.666
IRQ,1976,62.398
ISL,1976,87.002
ISR,1976,87.053
ITA,1976,65.844
JAM,1976,44.557
JOR,1976,57.984
JPN,1976,75.944
KAZ,1976,52.828
KEN,1976,13.503
KGZ,1976,38.331
KHM,1976,4.82
KIR,1976,30.262
KNA,1976,35.206
KOR,1976,49.719
KWT,1976,90.745
LAO,1976,11.331
LBN,1976,68.387
LBR,1976,31.311
LBY,1976,64.31
LCA,1976,25.465
LIE,1976,18.314
LKA,1976,18.198
LSO,1976,11.213
LTU,1976,56.915
LUX,1976,77.867
LVA,1976,64.826
MAC,1976,98.035
MAF,1976,N/A
MAR,1976,38.405
MDA,1976,37.082
MDG,1976,16.755
MDV,1976,18.596
MEX,1976,63.491
MHL,1976,60.168
MKD,1976,51.151
MLI,1976,16.651
MLT,1976,89.751
MMR,1976,23.933
MNE,1976,32.63
MNG,1976,49.381
MNP,1976,82.007
MOZ,1976,11.297
MRT,1976,21.971
MUS,1976,43.224
MWI,1976,8.015
MYS,1976,38.519
NAM,1976,23.929
NCL,1976,55.873
NER,1976,12.021
NGA,1976,20.205
NIC,1976,49.177
NLD,1976,63.498
NOR,1976,68.667
NPL,1976,5.061
NZL,1976,83.028
OMN,1976,40.039
PAK,1976,26.681
PAN,1976,49.319
PER,1976,62.093
PHL,1976,35.917
PLW,1976,61.421
PNG,1976,12.147
POL,1976,55.929
PRI,1976,63.637
PRK,1976,56.74
PRT,1976,41.179
PRY,1976,39.518
PSE,1976,60.164
PYF,1976,58.76
QAT,1976,88.985
ROU,1976,43.339
RUS,1976,67.194
RWA,1976,4.182
SAU,1976,59.897
SDN,1976,19.143
SEN,1976,34.372
SGP,1976,100.0
SLB,1976,9.271
SLE,1976,28.14
SLV,1976,42.058
SOM,1976,25.748
SRB,1976,43.729
SSD,1976,8.565
STP,1976,32.004
SUR,1976,56.064
SVK,1976,47.331
SVN,1976,43.499
SWE,1976,82.802
SWZ,1976,15.037
SXM,1976,100.0
SYC,1976,47.774
SYR,1976,45.39
TCA,1976,53.456
TCD,1976,16.47
TGO,1976,23.268
THA,1976,24.365
TJK,1976,35.27
TKM,1976,47.513
TLS,1976,14.956
TON,1976,20.367
TTO,1976,48.631
TUN,1976,48.184
TUR,1976,42.087
TUV,1976,26.545
TZA,1976,11.937
UGA,1976,7.118
UKR,1976,59.075
URY,1976,83.806
USA,1976,73.663
UZB,1976,39.568
VCT,1976,33.747
VEN,1976,76.496
VGB,1976,20.081
VIR,1976,76.288
VNM,1976,18.88
VUT,1976,13.619
WSM,1976,21.073
YEM,1976,15.171
ZAF,1976,48.169
ZMB,1976,35.89
ZWE,1976,20.356
AFG,1977,14.517
AGO,1977,21.088
ALB,1977,33.105
ARE,1977,80.106
ARG,1977,81.755
ARM,1977,64.821
ASM,1977,73.12
ATG,1977,34.377
AUS,1977,85.1
AUT,1977,65.361
AZE,1977,52.294
BDI,1977,3.838
BEL,1977,94.806
BEN,1977,24.293
BFA,1977,7.151
BGD,1977,11.63
BGR,1977,59.428
BHR,1977,85.434
BHS,1977,71.266
BIH,1977,32.957
BLR,1977,53.039
BLZ,1977,49.854
BMU,1977,100.0
BOL,1977,42.446
BRA,1977,62.689
BRB,1977,39.381
BRN,1977,64.496
BTN,1977,8.717
BWA,1977,13.572
CAF,1977,32.897
CAN,1977,75.543
CHE,1977,74.316
CHL,1977,79.565
CHN,1977,17.52
CIV,1977,34.983
CMR,1977,29.469
COD,1977,26.317
COG,1977,45.091
COL,1977,61.693
COM,1977,22.014
CPV,1977,22.209
CRI,1977,42.046
CUB,1977,65.802
CYM,1977,100.0
CYP,1977,51.843
CZE,1977,72.092
DEU,1977,72.674
DJI,1977,69.178
DMA,1977,44.297
DNK,1977,82.886
DOM,1977,47.948
DZA,1977,40.928
ECU,1977,44.191
EGY,1977,43.81
ERI,1977,13.857
ESP,1977,70.883
EST,1977,68.617
ETH,1977,9.83
FIN,1977,69.423
FJI,1977,37.319
FRA,1977,73.068
FSM,1977,26.092
GAB,1977,47.633
GBR,1977,78.005
GEO,1977,51.279
GHA,1977,30.492
GIN,1977,21.087
GMB,1977,25.974
GNB,1977,16.287
GNQ,1977,27.594
GRC,1977,67.912
GRD,1977,32.701
GTM,1977,37.762
GUM,1977,88.983
GUY,1977,30.186
HKG,1977,90.445
HND,1977,33.2
HRV,1977,45.227
HTI,1977,20.459
HUN,1977,63.066
IDN,1977,20.398
IND,1977,22.026
IRL,1977,54.315
IRN,1977,47.47
IRQ,1977,63.404
ISL,1977,87.326
ISR,1977,87.45
ITA,1977,66.044
JAM,1977,45.1
JOR,1977,58.316
JPN,1977,76.002
KAZ,1977,53.092
KEN,1977,14.112
KGZ,1977,38.476
KHM,1977,5.186
KIR,1977,30.925
KNA,1977,35.385
KOR,1977,51.476
KWT,1977,91.944
LAO,1977,11.584
LBN,1977,69.759
LBR,1977,32.252
LBY,1977,65.802
LCA,1977,25.73
LIE,1977,18.304
LKA,1977,18.299
LSO,1977,11.272
LTU,1977,58.132
LUX,1977,78.426
LVA,1977,65.487
MAC,1977,98.169
MAF,1977,N/A
MAR,1977,39.099
MDA,1977,37.948
MDG,1977,17.184
MDV,1977,19.958
MEX,1977,64.215
MHL,1977,59.704
MKD,1977,51.73
MLI,1977,17.083
MLT,1977,89.76
MMR,1977,23.942
MNE,1977,33.652
MNG,1977,50.103
MNP,1977,83.37
MOZ,1977,11.739
MRT,1977,23.327
MUS,1977,43.005
MWI,1977,8.394
MYS,1977,39.391
NAM,1977,24.21
NCL,1977,56.262
NER,1977,12.648
NGA,1977,20.636
NIC,1977,49.456
NLD,1977,63.811
NOR,1977,69.142
NPL,1977,5.302
NZL,1977,83.128
OMN,1977,41.888
PAK,1977,27.023
PAN,1977,49.598
PER,1977,62.719
PHL,1977,36.275
PLW,1977,61.702
PNG,1977,12.366
POL,1977,56.575
PRI,1977,64.492
PRK,1977,56.78
PRT,1977,41.578
PRY,1977,40.056
PSE,1977,60.723
PYF,1977,59.171
QAT,1977,89.06
ROU,1977,43.942
RUS,1977,67.95
RWA,1977,4.374
SAU,1977,61.421
SDN,1977,19.344
SEN,1977,34.718
SGP,1977,100.0
SLB,1977,9.583
SLE,1977,28.554
SLV,1977,42.565
SOM,1977,25.999
SRB,1977,44.33
SSD,1977,8.553
STP,1977,32.37
SUR,1977,58.346
SVK,1977,48.405
SVN,1977,44.627
SWE,1977,82.873
SWZ,1977,15.474
SXM,1977,100.0
SYC,1977,49.282
SYR,1977,45.718
TCA,1977,53.848
TCD,1977,17.413
TGO,1977,23.611
THA,1977,24.98
TJK,1977,35.006
TKM,1977,47.469
TLS,1977,15.326
TON,1977,20.504
TTO,1977,49.57
TUN,1977,48.779
TUR,1977,42.508
TUV,1977,27.341
TZA,1977,12.773
UGA,1977,7.197
UKR,1977,59.756
URY,1977,84.215
USA,1977,73.673
UZB,1977,40.051
VCT,1977,34.271
VEN,1977,77.189
VGB,1977,20.703
VIR,1977,77.298
VNM,1977,18.978
VUT,1977,13.845
WSM,1977,21.113
YEM,1977,15.502
ZAF,1977,48.229
ZMB,1977,36.855
ZWE,1977,20.846
AFG,1978,14.973
AGO,1978,22.122
ALB,1978,33.302
ARE,1978,80.309
ARG,1978,82.139
ARM,1978,65.419
ASM,1978,73.497
ATG,1978,34.457
AUS,1978,85.252
AUT,1978,65.371
AZE,1978,52.492
BDI,1978,4.005
BEL,1978,95.005
BEN,1978,25.552
BFA,1978,7.668
BGD,1978,12.629
BGR,1978,60.326
BHR,1978,85.659
BHS,1978,71.879
BIH,1978,33.808
BLR,1978,54.247
BLZ,1978,49.695
BMU,1978,100.0
BOL,1978,43.442
BRA,1978,63.625
BRB,1978,39.646
BRN,1978,64.647
BTN,1978,9.168
BWA,1978,14.489
CAF,1978,33.221
CAN,1978,75.583
CHE,1978,74.37
CHL,1978,80.136
CHN,1978,17.9
CIV,1978,36.4
CMR,1978,30.274
COD,1978,26.567
COG,1978,46.01
COL,1978,62.379
COM,1978,22.41
CPV,1978,22.612
CRI,1978,42.396
CUB,1978,66.579
CYM,1978,100.0
CYP,1978,54.119
CZE,1978,73.142
DEU,1978,72.73
DJI,1978,70.169
DMA,1978,45.115
DNK,1978,83.169
DOM,1978,49.061
DZA,1978,41.794
ECU,1978,45.111
EGY,1978,43.826
ERI,1978,14.033
ESP,1978,71.527
EST,1978,69.124
ETH,1978,10.02
FIN,1978,70.202
FJI,1978,37.469
FRA,1978,73.14
FSM,1978,26.209
GAB,1978,49.985
GBR,1978,78.164
GEO,1978,51.747
GHA,1978,30.714
GIN,1978,21.907
GMB,1978,26.772
GNB,1978,16.457
GNQ,1978,27.687
GRC,1978,68.393
GRD,1978,32.771
GTM,1978,38.081
GUM,1978,91.036
GUY,1978,30.295
HKG,1978,90.801
HND,1978,33.752
HRV,1978,45.911
HTI,1978,20.486
HUN,1978,63.48
IDN,1978,20.956
IND,1978,22.379
IRL,1978,54.655
IRN,1978,48.21
IRQ,1978,64.178
ISL,1978,87.644
ISR,1978,87.838
ITA,1978,66.243
JAM,1978,45.645
JOR,1978,58.649
JPN,1978,76.06
KAZ,1978,53.356
KEN,1978,14.745
KGZ,1978,38.621
KHM,1978,5.578
KIR,1978,31.596
KNA,1978,35.564
KOR,1978,53.233
KWT,1978,93.0
LAO,1978,11.843
LBN,1978,71.099
LBR,1978,33.209
LBY,1978,67.265
LCA,1978,25.998
LIE,1978,18.294
LKA,1978,18.401
LSO,1978,11.331
LTU,1978,59.342
LUX,1978,78.975
LVA,1978,66.143
MAC,1978,98.294
MAF,1978,N/A
MAR,1978,39.798
MDA,1978,38.822
MDG,1978,17.622
MDV,1978,20.978
MEX,1978,64.934
MHL,1978,59.237
MKD,1978,52.31
MLI,1978,17.54
MLT,1978,89.768
MMR,1978,23.952
MNE,1978,34.69
MNG,1978,50.827
MNP,1978,84.651
MOZ,1978,12.197
MRT,1978,24.627
MUS,1978,42.787
MWI,1978,8.636
MYS,1978,40.271
NAM,1978,24.493
NCL,1978,56.651
NER,1978,13.025
NGA,1978,21.074
NIC,1978,49.734
NLD,1978,64.123
NOR,1978,69.614
NPL,1978,5.553
NZL,1978,83.229
OMN,1978,43.762
PAK,1978,27.368
PAN,1978,49.879
PER,1978,63.341
PHL,1978,36.635
PLW,1978,61.983
PNG,1978,12.59
POL,1978,57.22
PRI,1978,65.34
PRK,1978,56.82
PRT,1978,41.979
PRY,1978,40.598
PSE,1978,61.281
PYF,1978,59.115
QAT,1978,89.135
ROU,1978,44.649
RUS,1978,68.698
RWA,1978,4.575
SAU,1978,62.925
SDN,1978,19.547
SEN,1978,35.067
SGP,1978,100.0
SLB,1978,9.904
SLE,1978,28.972
SLV,1978,43.075
SOM,1978,26.252
SRB,1978,44.934
SSD,1978,8.542
STP,1978,32.738
SUR,1978,60.597
SVK,1978,49.482
SVN,1978,45.762
SWE,1978,82.944
SWZ,1978,15.803
SXM,1978,100.0
SYC,1978,49.396
SYR,1978,46.048
TCA,1978,54.24
TCD,1978,18.4
TGO,1978,23.958
THA,1978,25.606
TJK,1978,34.743
TKM,1978,47.424
TLS,1978,15.704
TON,1978,20.719
TTO,1978,50.51
TUN,1978,49.375
TUR,1978,42.931
TUV,1978,28.153
TZA,1978,13.659
UGA,1978,7.276
UKR,1978,60.434
URY,1978,84.616
USA,1978,73.682
UZB,1978,40.536
VCT,1978,34.8
VEN,1978,77.868
VGB,1978,21.34
VIR,1978,78.278
VNM,1978,19.076
VUT,1978,14.074
WSM,1978,21.133
YEM,1978,15.84
ZAF,1978,48.289
ZMB,1978,37.832
ZWE,1978,21.345
AFG,1979,15.442
AGO,1979,23.192
ALB,1979,33.5
ARE,1979,80.51
ARG,1979,82.516
ARM,1979,65.839
ASM,1979,73.871
ATG,1979,34.538
AUS,1979,85.403
AUT,1979,65.381
AZE,1979,52.655
BDI,1979,4.178
BEL,1979,95.196
BEN,1979,26.676
BFA,1979,8.218
BGD,1979,13.701
BGR,1979,61.216
BHR,1979,85.882
BHS,1979,72.484
BIH,1979,34.67
BLR,1979,55.402
BLZ,1979,49.537
BMU,1979,100.0
BOL,1979,44.443
BRA,1979,64.551
BRB,1979,39.91
BRN,1979,64.798
BTN,1979,9.639
BWA,1979,15.457
CAF,1979,33.546
CAN,1979,75.623
CHE,1979,74.424
CHL,1979,80.695
CHN,1979,18.617
CIV,1979,36.614
CMR,1979,31.091
COD,1979,26.819
COG,1979,46.932
COL,1979,63.061
COM,1979,22.81
CPV,1979,23.02
CRI,1979,42.747
CUB,1979,67.346
CYM,1979,100.0
CYP,1979,56.378
CZE,1979,74.167
DEU,1979,72.787
DJI,1979,71.141
DMA,1979,45.935
DNK,1979,83.448
DOM,1979,50.175
DZA,1979,42.665
ECU,1979,46.034
EGY,1979,43.842
ERI,1979,14.211
ESP,1979,72.162
EST,1979,69.497
ETH,1979,10.214
FIN,1979,70.97
FJI,1979,37.619
FRA,1979,73.211
FSM,1979,26.327
GAB,1979,52.337
GBR,1979,78.323
GEO,1979,52.156
GHA,1979,30.938
GIN,1979,22.75
GMB,1979,27.585
GNB,1979,16.77
GNQ,1979,27.779
GRC,1979,68.87
GRD,1979,32.841
GTM,1979,38.402
GUM,1979,92.737
GUY,1979,30.405
HKG,1979,91.145
HND,1979,34.309
HRV,1979,46.597
HTI,1979,20.513
HUN,1979,63.893
IDN,1979,21.524
IND,1979,22.736
IRL,1979,54.994
IRN,1979,48.951
IRQ,1979,64.852
ISL,1979,87.955
ISR,1979,88.215
ITA,1979,66.442
JAM,1979,46.191
JOR,1979,58.98
JPN,1979,76.118
KAZ,1979,53.7
KEN,1979,15.401
KGZ,1979,38.677
KHM,1979,5.999
KIR,1979,32.036
KNA,1979,35.744
KOR,1979,54.981
KWT,1979,93.928
LAO,1979,12.107
LBN,1979,72.403
LBR,1979,34.181
LBY,1979,68.696
LCA,1979,26.268
LIE,1979,18.284
LKA,1979,18.504
LSO,1979,11.39
LTU,1979,60.361
LUX,1979,79.513
LVA,1979,66.686
MAC,1979,98.41
MAF,1979,N/A
MAR,1979,40.502
MDA,1979,39.64
MDG,1979,18.068
MDV,1979,21.607
MEX,1979,65.646
MHL,1979,58.769
MKD,1979,52.889
MLI,1979,18.007
MLT,1979,89.777
MMR,1979,23.962
MNE,1979,35.744
MNG,1979,51.488
MNP,1979,85.85
MOZ,1979,12.669
MRT,1979,25.975
MUS,1979,42.569
MWI,1979,8.841
MYS,1979,41.158
NAM,1979,24.778
NCL,1979,57.039
NER,1979,13.233
NGA,1979,21.518
NIC,1979,50.013
NLD,1979,64.435
NOR,1979,70.081
NPL,1979,5.816
NZL,1979,83.328
OMN,1979,45.654
PAK,1979,27.715
PAN,1979,50.159
PER,1979,63.96
PHL,1979,36.997
PLW,1979,62.263
PNG,1979,12.817
POL,1979,57.712
PRI,1979,66.178
PRK,1979,56.86
PRT,1979,42.381
PRY,1979,41.141
PSE,1979,61.836
PYF,1979,59.059
QAT,1979,89.21
ROU,1979,45.358
RUS,1979,69.305
RWA,1979,4.656
SAU,1979,64.405
SDN,1979,19.752
SEN,1979,35.417
SGP,1979,100.0
SLB,1979,10.235
SLE,1979,29.394
SLV,1979,43.586
SOM,1979,26.507
SRB,1979,45.539
SSD,1979,8.531
STP,1979,33.109
SUR,1979,62.803
SVK,1979,50.56
SVN,1979,46.901
SWE,1979,83.016
SWZ,1979,16.137
SXM,1979,100.0
SYC,1979,49.381
SYR,1979,46.377
TCA,1979,54.632
TCD,1979,18.592
TGO,1979,24.308
THA,1979,26.242
TJK,1979,34.502
TKM,1979,47.299
TLS,1979,16.089
TON,1979,20.935
TTO,1979,51.449
TUN,1979,49.972
TUR,1979,43.355
TUV,1979,28.98
TZA,1979,14.141
UGA,1979,7.356
UKR,1979,61.081
URY,1979,85.009
USA,1979,73.692
UZB,1979,40.794
VCT,1979,35.333
VEN,1979,78.533
VGB,1979,21.992
VIR,1979,79.228
VNM,1979,19.175
VUT,1979,14.368
WSM,1979,21.153
YEM,1979,16.183
ZAF,1979,48.349
ZMB,1979,38.818
ZWE,1979,21.853
AFG,1980,15.995
AGO,1980,24.298
ALB,1980,33.762
ARE,1980,80.71
ARG,1980,82.887
ARM,1980,66.05
ASM,1980,74.33
ATG,1980,34.618
AUS,1980,85.552
AUT,1980,65.391
AZE,1980,52.777
BDI,1980,4.339
BEL,1980,95.381
BEN,1980,27.339
BFA,1980,8.805
BGD,1980,14.851
BGR,1980,62.1
BHR,1980,86.101
BHS,1980,73.102
BIH,1980,35.543
BLR,1980,56.498
BLZ,1980,49.374
BMU,1980,100.0
BOL,1980,45.451
BRA,1980,65.468
BRB,1980,40.102
BRN,1980,64.949
BTN,1980,10.132
BWA,1980,16.479
CAF,1980,33.874
CAN,1980,75.663
CHE,1980,74.477
CHL,1980,81.243
CHN,1980,19.358
CIV,1980,36.829
CMR,1980,31.921
COD,1980,27.072
COG,1980,47.857
COL,1980,63.738
COM,1980,23.215
CPV,1980,23.518
CRI,1980,43.099
CUB,1980,68.106
CYM,1980,100.0
CYP,1980,58.614
CZE,1980,75.167
DEU,1980,72.844
DJI,1980,72.096
DMA,1980,46.759
DNK,1980,83.723
DOM,1980,51.29
DZA,1980,43.542
ECU,1980,46.961
EGY,1980,43.858
ERI,1980,14.39
ESP,1980,72.789
EST,1980,69.711
ETH,1980,10.41
FIN,1980,71.727
FJI,1980,37.769
FRA,1980,73.282
FSM,1980,26.445
GAB,1980,54.682
GBR,1980,78.481
GEO,1980,52.497
GHA,1980,31.163
GIN,1980,23.617
GMB,1980,28.414
GNB,1980,17.804
GNQ,1980,27.872
GRC,1980,69.343
GRD,1980,32.912
GTM,1980,38.724
GUM,1980,93.753
GUY,1980,30.488
HKG,1980,91.478
HND,1980,34.87
HRV,1980,47.285
HTI,1980,20.541
HUN,1980,64.191
IDN,1980,22.104
IND,1980,23.098
IRL,1980,55.333
IRN,1980,49.693
IRQ,1980,65.521
ISL,1980,88.26
ISR,1980,88.583
ITA,1980,66.64
JAM,1980,46.739
JOR,1980,60.029
JPN,1980,76.175
KAZ,1980,54.142
KEN,1980,15.583
KGZ,1980,38.627
KHM,1980,9.898
KIR,1980,32.284
KNA,1980,35.882
KOR,1980,56.72
KWT,1980,94.781
LAO,1980,12.377
LBN,1980,73.672
LBR,1980,35.167
LBY,1980,70.094
LCA,1980,26.54
LIE,1980,18.274
LKA,1980,18.607
LSO,1980,11.45
LTU,1980,61.158
LUX,1980,80.042
LVA,1980,67.095
MAC,1980,98.519
MAF,1980,N/A
MAR,1980,41.21
MDA,1980,40.387
MDG,1980,18.524
MDV,1980,22.25
MEX,1980,66.339
MHL,1980,58.298
MKD,1980,53.469
MLI,1980,18.484
MLT,1980,89.785
MMR,1980,23.973
MNE,1980,36.813
MNG,1980,52.083
MNP,1980,86.784
MOZ,1980,13.158
MRT,1980,27.371
MUS,1980,42.351
MWI,1980,9.05
MYS,1980,42.044
NAM,1980,25.066
NCL,1980,57.426
NER,1980,13.443
NGA,1980,21.97
NIC,1980,50.292
NLD,1980,64.745
NOR,1980,70.545
NPL,1980,6.091
NZL,1980,83.428
OMN,1980,47.562
PAK,1980,28.066
PAN,1980,50.447
PER,1980,64.574
PHL,1980,37.456
PLW,1980,62.542
PNG,1980,13.047
POL,1980,58.086
PRI,1980,67.835
PRK,1980,56.9
PRT,1980,42.785
PRY,1980,41.688
PSE,1980,62.388
PYF,1980,59.003
QAT,1980,89.363
ROU,1980,46.07
RUS,1980,69.751
RWA,1980,4.721
SAU,1980,65.86
SDN,1980,19.959
SEN,1980,35.769
SGP,1980,100.0
SLB,1980,10.576
SLE,1980,29.819
SLV,1980,44.099
SOM,1980,26.763
SRB,1980,46.146
SSD,1980,8.519
STP,1980,33.482
SUR,1980,64.96
SVK,1980,51.638
SVN,1980,48.045
SWE,1980,83.087
SWZ,1980,16.478
SXM,1980,100.0
SYC,1980,49.366
SYR,1980,46.708
TCA,1980,55.259
TCD,1980,18.787
TGO,1980,24.663
THA,1980,26.791
TJK,1980,34.289
TKM,1980,47.078
TLS,1980,16.483
TON,1980,21.154
TTO,1980,52.284
TUN,1980,50.569
TUR,1980,43.78
TUV,1980,29.822
TZA,1980,14.555
UGA,1980,7.534
UKR,1980,61.693
URY,1980,85.394
USA,1980,73.738
UZB,1980,40.782
VCT,1980,35.87
VEN,1980,79.185
VGB,1980,22.741
VIR,1980,80.147
VNM,1980,19.247
VUT,1980,14.74
WSM,1980,21.173
YEM,1980,16.534
ZAF,1980,48.425
ZMB,1980,39.815
ZWE,1980,22.371
AFG,1981,16.562
AGO,1981,25.437
ALB,1981,34.024
ARE,1981,80.683
ARG,1981,83.313
ARM,1981,66.259
ASM,1981,75.043
ATG,1981,34.698
AUS,1981,85.7
AUT,1981,65.364
AZE,1981,52.897
BDI,1981,4.503
BEL,1981,95.535
BEN,1981,28.01
BFA,1981,9.428
BGD,1981,15.801
BGR,1981,62.603
BHR,1981,86.317
BHS,1981,73.843
BIH,1981,36.282
BLR,1981,57.584
BLZ,1981,49.183
BMU,1981,100.0
BOL,1981,46.459
BRA,1981,66.37
BRB,1981,39.828
BRN,1981,65.099
BTN,1981,10.646
BWA,1981,17.552
CAF,1981,34.202
CAN,1981,75.712
CHE,1981,74.466
CHL,1981,81.778
CHN,1981,20.118
CIV,1981,37.044
CMR,1981,32.761
COD,1981,27.327
COG,1981,48.781
COL,1981,64.408
COM,1981,23.649
CPV,1981,24.995
CRI,1981,43.45
CUB,1981,68.853
CYM,1981,100.0
CYP,1981,60.809
CZE,1981,75.481
DEU,1981,72.989
DJI,1981,73.028
DMA,1981,47.793
DNK,1981,83.915
DOM,1981,52.401
DZA,1981,44.42
ECU,1981,47.888
EGY,1981,43.874
ERI,1981,14.572
ESP,1981,73.279
EST,1981,69.924
ETH,1981,10.61
FIN,1981,72.528
FJI,1981,37.919
FRA,1981,73.352
FSM,1981,26.417
GAB,1981,57.0
GBR,1981,78.588
GEO,1981,52.836
GHA,1981,31.388
GIN,1981,24.503
GMB,1981,29.256
GNB,1981,18.883
GNQ,1981,27.965
GRC,1981,69.746
GRD,1981,32.978
GTM,1981,39.047
GUM,1981,93.491
GUY,1981,30.396
HKG,1981,91.794
HND,1981,35.435
HRV,1981,47.887
HTI,1981,20.568
HUN,1981,64.372
IDN,1981,22.815
IND,1981,23.417
IRL,1981,55.634
IRN,1981,50.434
IRQ,1981,66.183
ISL,1981,88.533
ISR,1981,88.94
ITA,1981,66.837
JAM,1981,47.286
JOR,1981,61.464
JPN,1981,76.273
KAZ,1981,54.582
KEN,1981,15.681
KGZ,1981,38.577
KHM,1981,12.742
KIR,1981,32.532
KNA,1981,35.754
KOR,1981,58.407
KWT,1981,95.67
LAO,1981,12.65
LBN,1981,74.899
LBR,1981,36.163
LBY,1981,71.451
LCA,1981,26.812
LIE,1981,18.187
LKA,1981,18.676
LSO,1981,11.51
LTU,1981,61.946
LUX,1981,80.444
LVA,1981,67.44
MAC,1981,98.655
MAF,1981,N/A
MAR,1981,41.92
MDA,1981,41.136
MDG,1981,18.988
MDV,1981,22.905
MEX,1981,66.87
MHL,1981,58.826
MKD,1981,54.007
MLI,1981,18.97
MLT,1981,89.794
MMR,1981,23.982
MNE,1981,37.892
MNG,1981,52.676
MNP,1981,87.117
MOZ,1981,14.051
MRT,1981,28.81
MUS,1981,42.134
MWI,1981,9.263
MYS,1981,42.807
NAM,1981,25.355
NCL,1981,57.812
NER,1981,13.656
NGA,1981,22.671
NIC,1981,50.57
NLD,1981,65.104
NOR,1981,70.787
NPL,1981,6.376
NZL,1981,83.511
OMN,1981,49.471
PAK,1981,28.38
PAN,1981,50.786
PER,1981,65.182
PHL,1981,38.394
PLW,1981,63.409
PNG,1981,13.242
POL,1981,58.459
PRI,1981,71.772
PRK,1981,57.049
PRT,1981,43.221
PRY,1981,42.235
PSE,1981,62.936
PYF,1981,58.948
QAT,1981,89.514
ROU,1981,46.781
RUS,1981,70.193
RWA,1981,4.786
SAU,1981,67.281
SDN,1981,20.166
SEN,1981,36.122
SGP,1981,100.0
SLB,1981,10.927
SLE,1981,30.248
SLV,1981,44.612
SOM,1981,27.021
SRB,1981,46.703
SSD,1981,8.508
STP,1981,33.857
SUR,1981,65.035
SVK,1981,52.31
SVN,1981,48.941
SWE,1981,83.1
SWZ,1981,16.824
SXM,1981,100.0
SYC,1981,49.352
SYR,1981,47.038
TCA,1981,57.358
TCD,1981,18.982
TGO,1981,25.02
THA,1981,27.049
TJK,1981,34.078
TKM,1981,46.858
TLS,1981,16.883
TON,1981,21.373
